"","names","Pos"
"14560","ENSG00000169851",3815
"14561","ENSG00000047365",2351
"14562","ENSG00000047365",3246
"14563","ENSG00000197057",1387
"14564","ENSG00000174145",1151
"14565","ENSG00000174145",2180
"14566","ENSG00000174145",2330
"14567","ENSG00000174145",2997
"14568","ENSG00000174145",3455
"14569","ENSG00000174145",3914
"14570","ENSG00000174145",3957
"14571","ENSG00000154274",307
"14572","ENSG00000154274",2934
"14573","ENSG00000154274",3778
"14574","ENSG00000154274",3883
"14575","ENSG00000154274",3903
"14576","ENSG00000154274",3936
"14577","ENSG00000181826",63
"14578","ENSG00000181826",1423
"14579","ENSG00000181826",2607
"14580","ENSG00000181826",2898
"14581","ENSG00000181826",3256
"14582","ENSG00000181826",3678
"14583","ENSG00000181826",3752
"14584","ENSG00000181826",3943
"14585","ENSG00000169299",281
"14586","ENSG00000169299",3532
"14587","ENSG00000169299",3622
"14588","ENSG00000169299",3859
"14589","ENSG00000169299",3948
"14590","ENSG00000065882",824
"14591","ENSG00000065882",3051
"14592","ENSG00000065882",3057
"14593","ENSG00000065882",3078
"14594","ENSG00000065882",3769
"14595","ENSG00000250254",685
"14596","ENSG00000250254",1054
"14597","ENSG00000109787",1688
"14598","ENSG00000109787",1819
"14599","ENSG00000109787",2441
"14600","ENSG00000109787",3839
"14601","ENSG00000174123",23
"14602","ENSG00000174123",1017
"14603","ENSG00000174123",1021
"14604","ENSG00000174123",1033
"14605","ENSG00000174123",1041
"14606","ENSG00000174125",1754
"14607","ENSG00000174130",1754
"14608","ENSG00000197712",997
"14609","ENSG00000197712",2056
"14610","ENSG00000197712",3991
"14611","ENSG00000121895",607
"14612","ENSG00000121895",620
"14613","ENSG00000121895",3267
"14614","ENSG00000121895",3524
"14615","ENSG00000109790",1988
"14616","ENSG00000109790",2977
"14617","ENSG00000157796",2293
"14618","ENSG00000157796",3097
"14619","ENSG00000157796",3686
"14620","ENSG00000035928",1523
"14621","ENSG00000035928",3782
"14622","ENSG00000134962",987
"14623","ENSG00000134962",1176
"14624","ENSG00000163682",1097
"14625","ENSG00000163682",3228
"14626","ENSG00000163682",3285
"14627","ENSG00000163682",3962
"14628","ENSG00000121897",631
"14629","ENSG00000121897",1002
"14630","ENSG00000121897",3389
"14631","ENSG00000121897",3766
"14632","ENSG00000109814",298
"14633","ENSG00000109814",1784
"14634","ENSG00000109814",3625
"14635","ENSG00000163683",605
"14636","ENSG00000163683",946
"14637","ENSG00000163683",2244
"14638","ENSG00000163683",2303
"14639","ENSG00000163683",2520
"14640","ENSG00000078140",601
"14641","ENSG00000078140",1758
"14642","ENSG00000078140",2432
"14643","ENSG00000078140",2757
"14644","ENSG00000121892",197
"14645","ENSG00000121892",1304
"14646","ENSG00000121892",1597
"14647","ENSG00000121892",2504
"14648","ENSG00000121892",2560
"14649","ENSG00000121892",3162
"14650","ENSG00000121892",3818
"14651","ENSG00000078177",900
"14652","ENSG00000078177",1414
"14653","ENSG00000078177",1885
"14654","ENSG00000078177",3914
"14655","ENSG00000168421",546
"14656","ENSG00000168421",2412
"14657","ENSG00000168421",3457
"14658","ENSG00000174343",1080
"14659","ENSG00000174343",1148
"14660","ENSG00000174343",2694
"14661","ENSG00000163694",1129
"14662","ENSG00000163694",1267
"14663","ENSG00000163694",1277
"14664","ENSG00000163694",2394
"14665","ENSG00000179299",2630
"14666","ENSG00000179299",3624
"14667","ENSG00000163697",299
"14668","ENSG00000163697",670
"14669","ENSG00000163697",708
"14670","ENSG00000154277",2706
"14671","ENSG00000064042",1628
"14672","ENSG00000064042",2135
"14673","ENSG00000109132",746
"14674","ENSG00000109132",829
"14675","ENSG00000109132",2082
"14676","ENSG00000109132",3719
"14677","ENSG00000109133",29
"14678","ENSG00000182308",951
"14679","ENSG00000182308",3148
"14680","ENSG00000182308",3390
"14681","ENSG00000182308",3446
"14682","ENSG00000182308",3452
"14683","ENSG00000182308",3569
"14684","ENSG00000014824",1281
"14685","ENSG00000014824",3426
"14686","ENSG00000014824",3641
"14687","ENSG00000014824",3856
"14688","ENSG00000014824",3989
"14689","ENSG00000188848",12
"14690","ENSG00000188848",2745
"14691","ENSG00000188848",2853
"14692","ENSG00000188848",3945
"14693","ENSG00000178343",2385
"14694","ENSG00000178343",2583
"14695","ENSG00000178343",2968
"14696","ENSG00000178343",3317
"14697","ENSG00000178343",3321
"14698","ENSG00000178343",3752
"14699","ENSG00000124406",1536
"14700","ENSG00000124406",3476
"14701","ENSG00000215203",2955
"14702","ENSG00000215203",3486
"14703","ENSG00000183783",1552
"14704","ENSG00000177752",2052
"14705","ENSG00000177752",2855
"14706","ENSG00000177752",3896
"14707","ENSG00000151806",2919
"14708","ENSG00000151806",3933
"14709","ENSG00000151806",3981
"14710","ENSG00000151806",3988
"14711","ENSG00000163281",2189
"14712","ENSG00000163281",2244
"14713","ENSG00000163281",3007
"14714","ENSG00000163281",3754
"14715","ENSG00000163285",3462
"14716","ENSG00000151834",531
"14717","ENSG00000151834",1341
"14718","ENSG00000170516",1029
"14719","ENSG00000170516",2543
"14720","ENSG00000109158",665
"14721","ENSG00000163288",2701
"14722","ENSG00000163288",3008
"14723","ENSG00000163288",3797
"14724","ENSG00000163288",3854
"14725","ENSG00000169019",2483
"14726","ENSG00000170448",2396
"14727","ENSG00000170448",3242
"14728","ENSG00000163293",2731
"14729","ENSG00000198515",2205
"14730","ENSG00000198515",3250
"14731","ENSG00000074966",1659
"14732","ENSG00000074966",2128
"14733","ENSG00000074966",2600
"14734","ENSG00000135605",236
"14735","ENSG00000135605",3484
"14736","ENSG00000109171",1349
"14737","ENSG00000109171",1910
"14738","ENSG00000109171",2495
"14739","ENSG00000109171",2721
"14740","ENSG00000109171",3320
"14741","ENSG00000145248",1572
"14742","ENSG00000145248",3723
"14743","ENSG00000182223",2899
"14744","ENSG00000182223",3853
"14745","ENSG00000182223",3927
"14746","ENSG00000182223",3944
"14747","ENSG00000075539",1698
"14748","ENSG00000075539",3006
"14749","ENSG00000075539",3241
"14750","ENSG00000075539",3715
"14751","ENSG00000109180",1369
"14752","ENSG00000109180",3541
"14753","ENSG00000109180",3883
"14754","ENSG00000145247",2492
"14755","ENSG00000145247",3485
"14756","ENSG00000109182",2903
"14757","ENSG00000109184",1815
"14758","ENSG00000109184",3762
"14759","ENSG00000188993",972
"14760","ENSG00000163069",3034
"14761","ENSG00000163071",2237
"14762","ENSG00000163071",3894
"14763","ENSG00000109189",3070
"14764","ENSG00000226887",2417
"14765","ENSG00000226887",2666
"14766","ENSG00000226887",3595
"14767","ENSG00000226887",3659
"14768","ENSG00000128045",227
"14769","ENSG00000128045",2658
"14770","ENSG00000128045",3369
"14771","ENSG00000128045",3435
"14772","ENSG00000128045",3453
"14773","ENSG00000128045",3680
"14774","ENSG00000184178",3711
"14775","ENSG00000145216",79
"14776","ENSG00000145216",212
"14777","ENSG00000145216",2668
"14778","ENSG00000145216",2813
"14779","ENSG00000282278",16
"14780","ENSG00000282278",2472
"14781","ENSG00000282278",2617
"14782","ENSG00000072201",807
"14783","ENSG00000072201",2259
"14784","ENSG00000072201",2653
"14785","ENSG00000109220",2268
"14786","ENSG00000109220",3947
"14787","ENSG00000180613",1802
"14788","ENSG00000134853",596
"14789","ENSG00000134853",923
"14790","ENSG00000134853",2980
"14791","ENSG00000157404",1260
"14792","ENSG00000157404",1796
"14793","ENSG00000157404",3291
"14794","ENSG00000157404",3609
"14795","ENSG00000157404",3681
"14796","ENSG00000157404",3687
"14797","ENSG00000157404",3950
"14798","ENSG00000128052",2806
"14799","ENSG00000128052",3134
"14800","ENSG00000128039",866
"14801","ENSG00000128039",2765
"14802","ENSG00000128039",3931
"14803","ENSG00000134851",886
"14804","ENSG00000134851",3602
"14805","ENSG00000134852",176
"14806","ENSG00000134852",851
"14807","ENSG00000134852",2819
"14808","ENSG00000163440",759
"14809","ENSG00000163440",2897
"14810","ENSG00000163440",3269
"14811","ENSG00000250821",3069
"14812","ENSG00000090989",543
"14813","ENSG00000090989",1162
"14814","ENSG00000174799",3259
"14815","ENSG00000174799",3700
"14816","ENSG00000174799",3724
"14817","ENSG00000109265",1894
"14818","ENSG00000157426",276
"14819","ENSG00000128059",560
"14820","ENSG00000128059",2055
"14821","ENSG00000128059",2538
"14822","ENSG00000128059",2882
"14823","ENSG00000128059",3153
"14824","ENSG00000128059",3221
"14825","ENSG00000128059",3820
"14826","ENSG00000128050",904
"14827","ENSG00000128050",960
"14828","ENSG00000128050",2014
"14829","ENSG00000128050",2228
"14830","ENSG00000128050",2584
"14831","ENSG00000128050",2608
"14832","ENSG00000128050",3662
"14833","ENSG00000128050",3753
"14834","ENSG00000128050",3902
"14835","ENSG00000174780",3037
"14836","ENSG00000196503",115
"14837","ENSG00000196503",134
"14838","ENSG00000196503",2938
"14839","ENSG00000196503",3012
"14840","ENSG00000196503",3818
"14841","ENSG00000249693",2119
"14842","ENSG00000171476",424
"14843","ENSG00000128040",2817
"14844","ENSG00000084093",115
"14845","ENSG00000084093",185
"14846","ENSG00000084093",1311
"14847","ENSG00000084093",1619
"14848","ENSG00000084093",2670
"14849","ENSG00000084093",3258
"14850","ENSG00000084093",3948
"14851","ENSG00000084093",3983
"14852","ENSG00000084092",1365
"14853","ENSG00000084092",1818
"14854","ENSG00000084092",2106
"14855","ENSG00000084092",2363
"14856","ENSG00000084092",3795
"14857","ENSG00000047315",1690
"14858","ENSG00000047315",2022
"14859","ENSG00000047315",2492
"14860","ENSG00000047315",2793
"14861","ENSG00000047315",3948
"14862","ENSG00000163453",944
"14863","ENSG00000163453",3798
"14864","ENSG00000150471",3451
"14865","ENSG00000150471",3465
"14866","ENSG00000150471",3895
"14867","ENSG00000205678",2237
"14868","ENSG00000205678",2869
"14869","ENSG00000205678",3936
"14870","ENSG00000145242",1501
"14871","ENSG00000145241",251
"14872","ENSG00000145241",3511
"14873","ENSG00000145241",3641
"14874","ENSG00000035720",1068
"14875","ENSG00000035720",3101
"14876","ENSG00000033178",1755
"14877","ENSG00000033178",1811
"14878","ENSG00000033178",2681
"14879","ENSG00000109163",1391
"14880","ENSG00000153802",1865
"14881","ENSG00000153802",2206
"14882","ENSG00000187054",3688
"14883","ENSG00000187054",3736
"14884","ENSG00000198092",74
"14885","ENSG00000185873",405
"14886","ENSG00000083896",2582
"14887","ENSG00000083896",2588
"14888","ENSG00000083896",3321
"14889","ENSG00000083896",3410
"14890","ENSG00000087128",3398
"14891","ENSG00000197888",2651
"14892","ENSG00000197888",2771
"14893","ENSG00000135220",304
"14894","ENSG00000156096",789
"14895","ENSG00000156096",1951
"14896","ENSG00000173597",810
"14897","ENSG00000284695",111
"14898","ENSG00000109193",535
"14899","ENSG00000109193",1388
"14900","ENSG00000126545",529
"14901","ENSG00000205649",2727
"14902","ENSG00000205649",3617
"14903","ENSG00000205649",3763
"14904","ENSG00000126550",1038
"14905","ENSG00000126550",2702
"14906","ENSG00000126550",2738
"14907","ENSG00000126550",3774
"14908","ENSG00000187533",2137
"14909","ENSG00000187533",3497
"14910","ENSG00000187533",3507
"14911","ENSG00000109205",995
"14912","ENSG00000109205",1786
"14913","ENSG00000171209",380
"14914","ENSG00000171209",3959
"14915","ENSG00000145309",2262
"14916","ENSG00000109208",409
"14917","ENSG00000109208",2257
"14918","ENSG00000171199",421
"14919","ENSG00000171199",1881
"14920","ENSG00000171199",2479
"14921","ENSG00000171199",3358
"14922","ENSG00000171195",3042
"14923","ENSG00000178522",1033
"14924","ENSG00000178522",2423
"14925","ENSG00000132464",317
"14926","ENSG00000132464",744
"14927","ENSG00000132465",2117
"14928","ENSG00000132465",2807
"14929","ENSG00000132465",2897
"14930","ENSG00000132465",2942
"14931","ENSG00000132465",3187
"14932","ENSG00000132467",82
"14933","ENSG00000132467",1565
"14934","ENSG00000132467",2673
"14935","ENSG00000132467",3965
"14936","ENSG00000018189",231
"14937","ENSG00000018189",775
"14938","ENSG00000018189",1048
"14939","ENSG00000018189",2097
"14940","ENSG00000018189",2508
"14941","ENSG00000018189",3213
"14942","ENSG00000132463",132
"14943","ENSG00000132463",1012
"14944","ENSG00000173542",303
"14945","ENSG00000173542",388
"14946","ENSG00000173542",2152
"14947","ENSG00000173542",2610
"14948","ENSG00000173542",2635
"14949","ENSG00000173542",3169
"14950","ENSG00000156136",375
"14951","ENSG00000156136",400
"14952","ENSG00000156136",1992
"14953","ENSG00000156136",3735
"14954","ENSG00000080493",2353
"14955","ENSG00000080493",2835
"14956","ENSG00000080493",3739
"14957","ENSG00000145321",3664
"14958","ENSG00000056291",1422
"14959","ENSG00000056291",3299
"14960","ENSG00000156140",3528
"14961","ENSG00000156140",3605
"14962","ENSG00000156140",3642
"14963","ENSG00000156140",3952
"14964","ENSG00000163626",2728
"14965","ENSG00000163626",3567
"14966","ENSG00000163626",3863
"14967","ENSG00000163626",3892
"14968","ENSG00000132466",3240
"14969","ENSG00000081051",526
"14970","ENSG00000081051",1373
"14971","ENSG00000081051",2548
"14972","ENSG00000079557",2763
"14973","ENSG00000079557",3538
"14974","ENSG00000169435",972
"14975","ENSG00000169435",3037
"14976","ENSG00000169435",3789
"14977","ENSG00000169429",749
"14978","ENSG00000169429",1363
"14979","ENSG00000124875",3121
"14980","ENSG00000124875",3861
"14981","ENSG00000109272",595
"14982","ENSG00000109272",2506
"14983","ENSG00000163739",3464
"14984","ENSG00000163737",686
"14985","ENSG00000163737",3824
"14986","ENSG00000163736",624
"14987","ENSG00000163736",3122
"14988","ENSG00000163735",3770
"14989","ENSG00000081041",946
"14990","ENSG00000081041",2063
"14991","ENSG00000081041",3508
"14992","ENSG00000081041",3596
"14993","ENSG00000081041",3756
"14994","ENSG00000182585",3884
"14995","ENSG00000124882",667
"14996","ENSG00000124882",1353
"14997","ENSG00000124882",2626
"14998","ENSG00000109321",627
"14999","ENSG00000109321",793
"15000","ENSG00000109321",2012
"15001","ENSG00000109321",3864
"15002","ENSG00000109321",3879
"15003","ENSG00000174808",909
"15004","ENSG00000174808",1664
"15005","ENSG00000163743",3233
"15006","ENSG00000174796",1849
"15007","ENSG00000174796",3649
"15008","ENSG00000174792",47
"15009","ENSG00000174792",2883
"15010","ENSG00000138769",707
"15011","ENSG00000138769",2171
"15012","ENSG00000138769",3558
"15013","ENSG00000138769",3953
"15014","ENSG00000138757",164
"15015","ENSG00000138757",651
"15016","ENSG00000138757",1839
"15017","ENSG00000138757",2505
"15018","ENSG00000138757",2958
"15019","ENSG00000138757",3307
"15020","ENSG00000138757",3468
"15021","ENSG00000138757",3908
"15022","ENSG00000138757",3918
"15023","ENSG00000138768",627
"15024","ENSG00000138768",3847
"15025","ENSG00000138768",3899
"15026","ENSG00000156194",1128
"15027","ENSG00000156194",3094
"15028","ENSG00000156194",3960
"15029","ENSG00000138744",2131
"15030","ENSG00000138744",2534
"15031","ENSG00000138744",2551
"15032","ENSG00000198301",1203
"15033","ENSG00000198301",3791
"15034","ENSG00000138755",361
"15035","ENSG00000138755",450
"15036","ENSG00000138755",898
"15037","ENSG00000138755",1429
"15038","ENSG00000156219",2400
"15039","ENSG00000156219",3478
"15040","ENSG00000156219",3970
"15041","ENSG00000169245",287
"15042","ENSG00000169245",1534
"15043","ENSG00000169245",3190
"15044","ENSG00000169245",3330
"15045","ENSG00000169248",96
"15046","ENSG00000169248",100
"15047","ENSG00000169248",1813
"15048","ENSG00000169248",2183
"15049","ENSG00000169248",2218
"15050","ENSG00000169248",2519
"15051","ENSG00000138750",390
"15052","ENSG00000138750",2067
"15053","ENSG00000138750",3577
"15054","ENSG00000138750",3616
"15055","ENSG00000138760",953
"15056","ENSG00000138760",1483
"15057","ENSG00000189157",2499
"15058","ENSG00000189157",3438
"15059","ENSG00000189157",3803
"15060","ENSG00000272414",1377
"15061","ENSG00000272414",3414
"15062","ENSG00000272414",3807
"15063","ENSG00000118804",3505
"15064","ENSG00000118804",3712
"15065","ENSG00000118804",3944
"15066","ENSG00000163749",2973
"15067","ENSG00000138771",1263
"15068","ENSG00000138771",1295
"15069","ENSG00000186212",3740
"15070","ENSG00000138758",26
"15071","ENSG00000138758",828
"15072","ENSG00000138758",2260
"15073","ENSG00000138758",2926
"15074","ENSG00000138758",3215
"15075","ENSG00000138758",3628
"15076","ENSG00000138758",3657
"15077","ENSG00000118816",3230
"15078","ENSG00000138764",1671
"15079","ENSG00000138764",2910
"15080","ENSG00000138764",3068
"15081","ENSG00000138764",3454
"15082","ENSG00000156234",2771
"15083","ENSG00000156234",3104
"15084","ENSG00000138767",480
"15085","ENSG00000138767",912
"15086","ENSG00000138767",1577
"15087","ENSG00000138767",2467
"15088","ENSG00000138767",3467
"15089","ENSG00000138767",3604
"15090","ENSG00000169288",732
"15091","ENSG00000169288",1925
"15092","ENSG00000169288",3461
"15093","ENSG00000169288",3642
"15094","ENSG00000138759",734
"15095","ENSG00000138759",1994
"15096","ENSG00000138759",2113
"15097","ENSG00000138759",2507
"15098","ENSG00000138759",2704
"15099","ENSG00000138759",3355
"15100","ENSG00000138759",3458
"15101","ENSG00000138772",152
"15102","ENSG00000138772",3311
"15103","ENSG00000138756",3151
"15104","ENSG00000138756",3463
"15105","ENSG00000138756",3610
"15106","ENSG00000163291",1325
"15107","ENSG00000163291",2126
"15108","ENSG00000163291",2341
"15109","ENSG00000163291",3437
"15110","ENSG00000163291",3579
"15111","ENSG00000163291",3876
"15112","ENSG00000196475",271
"15113","ENSG00000163297",3784
"15114","ENSG00000152784",3348
"15115","ENSG00000152784",3432
"15116","ENSG00000152784",3619
"15117","ENSG00000138675",2249
"15118","ENSG00000138675",3230
"15119","ENSG00000138675",3822
"15120","ENSG00000138669",1824
"15121","ENSG00000138669",2005
"15122","ENSG00000138669",3363
"15123","ENSG00000138669",3491
"15124","ENSG00000138669",3771
"15125","ENSG00000138669",3883
"15126","ENSG00000138670",588
"15127","ENSG00000138670",3751
"15128","ENSG00000138668",1002
"15129","ENSG00000138668",1419
"15130","ENSG00000138668",2250
"15131","ENSG00000138668",3241
"15132","ENSG00000152795",1489
"15133","ENSG00000152795",1611
"15134","ENSG00000152795",1763
"15135","ENSG00000152795",2897
"15136","ENSG00000152795",3724
"15137","ENSG00000152795",3821
"15138","ENSG00000152795",3936
"15139","ENSG00000145293",2388
"15140","ENSG00000145293",2638
"15141","ENSG00000145293",2676
"15142","ENSG00000145293",2948
"15143","ENSG00000145293",3160
"15144","ENSG00000145293",3489
"15145","ENSG00000145293",3816
"15146","ENSG00000249242",1509
"15147","ENSG00000249242",3257
"15148","ENSG00000145284",1314
"15149","ENSG00000145284",1890
"15150","ENSG00000145284",1946
"15151","ENSG00000145284",2536
"15152","ENSG00000138674",945
"15153","ENSG00000138674",1652
"15154","ENSG00000138674",2566
"15155","ENSG00000138674",2616
"15156","ENSG00000168152",2367
"15157","ENSG00000168152",3930
"15158","ENSG00000189308",394
"15159","ENSG00000189308",610
"15160","ENSG00000189308",3496
"15161","ENSG00000189308",3819
"15162","ENSG00000138663",2136
"15163","ENSG00000138663",3491
"15164","ENSG00000138663",3624
"15165","ENSG00000145287",154
"15166","ENSG00000145287",290
"15167","ENSG00000145287",2847
"15168","ENSG00000145287",3461
"15169","ENSG00000145287",3517
"15170","ENSG00000173085",280
"15171","ENSG00000173085",3256
"15172","ENSG00000173083",704
"15173","ENSG00000173083",2143
"15174","ENSG00000173083",3023
"15175","ENSG00000173083",3461
"15176","ENSG00000173083",3971
"15177","ENSG00000163312",972
"15178","ENSG00000163312",3974
"15179","ENSG00000163319",3263
"15180","ENSG00000163319",3949
"15181","ENSG00000163322",2229
"15182","ENSG00000163322",2932
"15183","ENSG00000138678",991
"15184","ENSG00000138678",2964
"15185","ENSG00000138678",3101
"15186","ENSG00000138678",3761
"15187","ENSG00000138678",3864
"15188","ENSG00000163623",246
"15189","ENSG00000163623",629
"15190","ENSG00000163623",1318
"15191","ENSG00000163623",3590
"15192","ENSG00000163624",1267
"15193","ENSG00000163624",2900
"15194","ENSG00000163624",3584
"15195","ENSG00000163625",62
"15196","ENSG00000163625",2918
"15197","ENSG00000163625",3181
"15198","ENSG00000163625",3219
"15199","ENSG00000109339",2153
"15200","ENSG00000109339",2213
"15201","ENSG00000109339",3054
"15202","ENSG00000109339",3970
"15203","ENSG00000163629",888
"15204","ENSG00000145283",261
"15205","ENSG00000145283",2514
"15206","ENSG00000163633",2368
"15207","ENSG00000163633",2424
"15208","ENSG00000163633",3100
"15209","ENSG00000163633",3306
"15210","ENSG00000163633",3639
"15211","ENSG00000285458",653
"15212","ENSG00000285458",1990
"15213","ENSG00000285458",3916
"15214","ENSG00000172493",659
"15215","ENSG00000172493",676
"15216","ENSG00000172493",893
"15217","ENSG00000172493",949
"15218","ENSG00000172493",1070
"15219","ENSG00000172493",3965
"15220","ENSG00000172493",3994
"15221","ENSG00000145332",233
"15222","ENSG00000145332",3735
"15223","ENSG00000170509",225
"15224","ENSG00000170509",873
"15225","ENSG00000170509",3915
"15226","ENSG00000198189",2291
"15227","ENSG00000152583",61
"15228","ENSG00000152583",597
"15229","ENSG00000152583",1428
"15230","ENSG00000152583",2307
"15231","ENSG00000152583",2842
"15232","ENSG00000152591",1397
"15233","ENSG00000152595",1909
"15234","ENSG00000118762",2374
"15235","ENSG00000118762",2866
"15236","ENSG00000118762",2924
"15237","ENSG00000118762",3758
"15238","ENSG00000163644",2613
"15239","ENSG00000138642",810
"15240","ENSG00000138642",2319
"15241","ENSG00000138646",110
"15242","ENSG00000138646",1721
"15243","ENSG00000138646",3627
"15244","ENSG00000138646",3703
"15245","ENSG00000138646",3971
"15246","ENSG00000138646",3980
"15247","ENSG00000145337",260
"15248","ENSG00000285385",926
"15249","ENSG00000285385",2115
"15250","ENSG00000285385",3202
"15251","ENSG00000285385",3803
"15252","ENSG00000285385",3874
"15253","ENSG00000138641",38
"15254","ENSG00000138641",664
"15255","ENSG00000138641",672
"15256","ENSG00000138641",811
"15257","ENSG00000138641",2052
"15258","ENSG00000138641",2788
"15259","ENSG00000177432",2495
"15260","ENSG00000177432",2639
"15261","ENSG00000177432",2687
"15262","ENSG00000177432",2735
"15263","ENSG00000177432",2783
"15264","ENSG00000177432",2831
"15265","ENSG00000138640",1534
"15266","ENSG00000138640",2574
"15267","ENSG00000180346",977
"15268","ENSG00000180346",3655
"15269","ENSG00000180346",3817
"15270","ENSG00000180346",3962
"15271","ENSG00000185477",407
"15272","ENSG00000185477",2361
"15273","ENSG00000185477",2924
"15274","ENSG00000185477",2969
"15275","ENSG00000185477",3672
"15276","ENSG00000145335",550
"15277","ENSG00000145335",931
"15278","ENSG00000145335",2982
"15279","ENSG00000138722",1849
"15280","ENSG00000138722",1853
"15281","ENSG00000138722",1857
"15282","ENSG00000138722",1867
"15283","ENSG00000138722",3817
"15284","ENSG00000184305",2717
"15285","ENSG00000184305",3748
"15286","ENSG00000184305",3752
"15287","ENSG00000152208",2968
"15288","ENSG00000172238",987
"15289","ENSG00000172238",3961
"15290","ENSG00000163104",217
"15291","ENSG00000163104",2065
"15292","ENSG00000163104",2168
"15293","ENSG00000163104",2247
"15294","ENSG00000163104",2465
"15295","ENSG00000163104",3292
"15296","ENSG00000163104",3986
"15297","ENSG00000163110",684
"15298","ENSG00000163110",2565
"15299","ENSG00000163110",2932
"15300","ENSG00000163110",3979
"15301","ENSG00000182168",2740
"15302","ENSG00000182168",2756
"15303","ENSG00000182168",3689
"15304","ENSG00000182168",3839
"15305","ENSG00000163114",2242
"15306","ENSG00000163114",3541
"15307","ENSG00000163114",3545
"15308","ENSG00000163114",3965
"15309","ENSG00000163116",1246
"15310","ENSG00000163116",3817
"15311","ENSG00000138698",1826
"15312","ENSG00000138698",1968
"15313","ENSG00000138698",2995
"15314","ENSG00000168785",12
"15315","ENSG00000168785",232
"15316","ENSG00000168785",3207
"15317","ENSG00000168785",3842
"15318","ENSG00000151247",3760
"15319","ENSG00000164024",792
"15320","ENSG00000164024",1407
"15321","ENSG00000164024",1939
"15322","ENSG00000164024",3970
"15323","ENSG00000197894",3207
"15324","ENSG00000197894",3215
"15325","ENSG00000198099",917
"15326","ENSG00000172955",2471
"15327","ENSG00000187758",1005
"15328","ENSG00000196616",3071
"15329","ENSG00000196616",3947
"15330","ENSG00000248144",3338
"15331","ENSG00000196344",1194
"15332","ENSG00000145331",237
"15333","ENSG00000145331",844
"15334","ENSG00000145331",2004
"15335","ENSG00000138823",1483
"15336","ENSG00000138823",1506
"15337","ENSG00000138823",1921
"15338","ENSG00000138823",2270
"15339","ENSG00000138823",3339
"15340","ENSG00000138823",3393
"15341","ENSG00000248713",2211
"15342","ENSG00000248713",3669
"15343","ENSG00000248713",3944
"15344","ENSG00000070190",1042
"15345","ENSG00000070190",3840
"15346","ENSG00000109270",2609
"15347","ENSG00000109270",3929
"15348","ENSG00000164031",34
"15349","ENSG00000164031",59
"15350","ENSG00000164031",141
"15351","ENSG00000164031",970
"15352","ENSG00000164031",1158
"15353","ENSG00000164031",1220
"15354","ENSG00000164031",1394
"15355","ENSG00000164031",1646
"15356","ENSG00000164031",3023
"15357","ENSG00000164031",3564
"15358","ENSG00000164032",2006
"15359","ENSG00000164032",3696
"15360","ENSG00000164032",3721
"15361","ENSG00000164032",3803
"15362","ENSG00000145358",3731
"15363","ENSG00000138814",3763
"15364","ENSG00000153064",3758
"15365","ENSG00000109320",707
"15366","ENSG00000109320",3935
"15367","ENSG00000109320",3943
"15368","ENSG00000109323",2631
"15369","ENSG00000109323",2767
"15370","ENSG00000109323",3415
"15371","ENSG00000109332",3238
"15372","ENSG00000109332",3245
"15373","ENSG00000109332",3599
"15374","ENSG00000109332",3671
"15375","ENSG00000145354",2118
"15376","ENSG00000145354",3373
"15377","ENSG00000164039",328
"15378","ENSG00000164039",1667
"15379","ENSG00000164039",2890
"15380","ENSG00000138778",3262
"15381","ENSG00000138778",3938
"15382","ENSG00000169836",956
"15383","ENSG00000169836",966
"15384","ENSG00000169836",3076
"15385","ENSG00000169836",3785
"15386","ENSG00000169836",3870
"15387","ENSG00000168772",506
"15388","ENSG00000168772",1929
"15389","ENSG00000168772",2961
"15390","ENSG00000168772",3674
"15391","ENSG00000168772",3723
"15392","ENSG00000168769",663
"15393","ENSG00000168769",2101
"15394","ENSG00000168769",2922
"15395","ENSG00000168769",3988
"15396","ENSG00000138777",1798
"15397","ENSG00000138777",2431
"15398","ENSG00000138777",3055
"15399","ENSG00000138777",3152
"15400","ENSG00000138777",3602
"15401","ENSG00000138777",3642
"15402","ENSG00000138777",3970
"15403","ENSG00000236699",3763
"15404","ENSG00000138785",2722
"15405","ENSG00000138780",3180
"15406","ENSG00000168743",1451
"15407","ENSG00000168743",1481
"15408","ENSG00000168743",3505
"15409","ENSG00000164022",1775
"15410","ENSG00000164022",2561
"15411","ENSG00000164022",3360
"15412","ENSG00000155011",619
"15413","ENSG00000138801",1417
"15414","ENSG00000138801",3443
"15415","ENSG00000164023",511
"15416","ENSG00000155016",1930
"15417","ENSG00000155016",2569
"15418","ENSG00000155016",3066
"15419","ENSG00000155016",3513
"15420","ENSG00000155016",3646
"15421","ENSG00000138795",93
"15422","ENSG00000138795",313
"15423","ENSG00000138795",3351
"15424","ENSG00000138795",3716
"15425","ENSG00000109475",3251
"15426","ENSG00000109475",3803
"15427","ENSG00000109475",3873
"15428","ENSG00000198856",1926
"15429","ENSG00000164089",198
"15430","ENSG00000164089",387
"15431","ENSG00000164089",756
"15432","ENSG00000164089",2604
"15433","ENSG00000164089",3151
"15434","ENSG00000164089",3752
"15435","ENSG00000188517",3555
"15436","ENSG00000138802",232
"15437","ENSG00000138802",3831
"15438","ENSG00000138802",3866
"15439","ENSG00000138802",3875
"15440","ENSG00000005059",1269
"15441","ENSG00000005059",3397
"15442","ENSG00000123739",797
"15443","ENSG00000123739",1481
"15444","ENSG00000123739",3859
